text,label
I have been experiencing weight changes. I have thyroid disorder and I often experience mood swings.,condition
"Recently, I noticed chest pain. I have heart disease and I often experience shortness of breath.",symptom
"For the past few weeks, I have had shortness of breath. I have asthma and I often experience shortness of breath. I have thyroid disorder and I often experience weight changes. I am allergic to gluten.",allergy
I am suffering from mood swings. I have thyroid disorder and I often experience mood swings.,condition
I have been experiencing fatigue. I have heart disease and I often experience fatigue. I am allergic to peanuts. I am currently taking aspirin.,allergy
I have been experiencing severe headache. I have migraine and I often experience sensitivity to light.,condition
"Recently, I noticed nasal congestion. I have sinusitis and I often experience head pressure. I have arthritis and I often experience joint stiffness. I am currently taking inhaler.",medication
"Recently, I noticed chest pain. I have heart disease and I often experience fatigue. I have arthritis and I often experience knee pain. I am currently taking inhaler.",medication
I am suffering from sensitivity to light. I have migraine and I often experience nausea. I have sinusitis and I often experience nasal congestion. I have arthritis and I often experience knee pain.,symptom
"For the past few weeks, I have had wheezing. I have asthma and I often experience shortness of breath. I have arthritis and I often experience joint stiffness. I have sinusitis and I often experience nasal congestion. I am allergic to dust. I am currently taking inhaler.",allergy
"Recently, I noticed shortness of breath. I have asthma and I often experience chest tightness. I have hypertension and I often experience chest discomfort. I have sinusitis and I often experience head pressure.",condition
"Recently, I noticed shortness of breath. I have asthma and I often experience shortness of breath. I have sinusitis and I often experience nasal congestion. I have heart disease and I often experience fatigue. I am currently taking metformin.",medication
"For the past few weeks, I have had fatigue. I have diabetes and I often experience blurred vision. I have migraine and I often experience sensitivity to light. I am allergic to pollen.",allergy
"Recently, I noticed facial pain. I have sinusitis and I often experience facial pain. I am currently taking ibuprofen.",medication
"Recently, I noticed wheezing. I have asthma and I often experience wheezing. I have migraine and I often experience nausea. I have heart disease and I often experience chest pain. I am currently taking ibuprofen.",medication
I am suffering from chest pain. I have heart disease and I often experience fatigue. I have hypertension and I often experience chest discomfort. I have diabetes and I often experience frequent urination. I am currently taking paracetamol.,medication
I have been experiencing fatigue. I have thyroid disorder and I often experience fatigue. I have migraine and I often experience nausea. I am allergic to peanuts. I am currently taking paracetamol.,allergy
